# ----------------------------------------
# Google Analytics 4 - Landing page report
# Start date: 20250401
# End date: 20260430
# ----------------------------------------
Date,Landing page,Sessions,Engaged sessions,Bounce rate,Conversions,Total revenue
20260401,/products/vitamin-c-serum,1092,544,0.5015,48,3493.04
20260401,/collections/bestsellers,731,299,0.5907,21,1598.13
20260401,/,615,195,0.6835,10,760.33
20260402,/lp/free-serum-sample,3298,1403,0.5745,147,10223.14
20260402,/lp/spf-bundle-20-off,2643,1411,0.4663,171,12513.71
20260402,/lp/skincare-routine-quiz,1778,857,0.5182,73,5003.98
20260402,/products/vitamin-c-serum,1356,691,0.4901,58,4005.23
20260402,/collections/bestsellers,897,366,0.5915,27,1864.87
20260402,/,677,216,0.6814,12,839.52
20260403,/lp/free-serum-sample,3268,1478,0.5478,136,9400.69
20260403,/lp/spf-bundle-20-off,2959,1613,0.4548,190,12973.10
20260403,/lp/skincare-routine-quiz,2035,980,0.5184,84,5806.97
20260403,/products/vitamin-c-serum,1291,642,0.5028,59,4359.45
20260403,/collections/bestsellers,824,341,0.5862,25,1677.10
20260403,/,693,221,0.6816,11,742.80
20260404,/lp/free-serum-sample,2995,1369,0.5429,120,8799.88
20260404,/lp/spf-bundle-20-off,2755,1466,0.4679,189,13652.91
20260404,/lp/skincare-routine-quiz,1846,891,0.5173,69,4750.07
20260404,/products/vitamin-c-serum,1305,646,0.5048,59,3996.48
20260404,/collections/bestsellers,890,371,0.5835,28,1974.52
20260404,/,616,199,0.6771,10,696.45
20260405,/lp/free-serum-sample,3170,1424,0.5509,131,9632.91
20260405,/lp/spf-bundle-20-off,2654,1457,0.4511,180,13113.52
20260405,/lp/skincare-routine-quiz,1905,917,0.5184,76,5495.01
20260405,/products/vitamin-c-serum,1276,658,0.4841,58,4095.07
20260405,/collections/bestsellers,911,376,0.5875,28,1897.94
20260405,/,675,238,0.6476,11,783.16
20260406,/lp/free-serum-sample,3099,1420,0.5419,138,8931.49
20260406,/lp/spf-bundle-20-off,2676,1455,0.4561,180,12108.47
20260406,/lp/skincare-routine-quiz,2118,1074,0.4928,80,5488.06
20260406,/products/vitamin-c-serum,1335,660,0.5059,58,3766.04
20260406,/collections/bestsellers,851,368,0.5670,26,1872.37
20260406,/,639,225,0.6486,11,733.64
20260407,/lp/free-serum-sample,3049,1323,0.5661,121,8807.17
20260407,/lp/spf-bundle-20-off,2769,1480,0.4654,171,12863.23
20260407,/lp/skincare-routine-quiz,1777,868,0.5116,71,5439.83
20260407,/products/vitamin-c-serum,1314,667,0.4926,57,4187.78
20260407,/collections/bestsellers,891,394,0.5583,25,1716.19
20260407,/,642,212,0.6695,10,694.05
20260408,/lp/free-serum-sample,2785,1192,0.5720,120,8225.82
20260408,/lp/spf-bundle-20-off,2685,1495,0.4431,176,13319.62
20260408,/lp/skincare-routine-quiz,1733,863,0.5019,68,5010.72
20260408,/products/vitamin-c-serum,1156,575,0.5024,53,3776.72
20260408,/collections/bestsellers,837,351,0.5802,24,1654.09
20260408,/,601,213,0.6462,9,672.92
20260409,/lp/free-serum-sample,2874,1245,0.5669,121,8549.68
20260409,/lp/spf-bundle-20-off,2503,1347,0.4620,171,11024.52
20260409,/lp/skincare-routine-quiz,1833,907,0.5051,70,4801.66
20260409,/products/vitamin-c-serum,1326,675,0.4907,58,3989.29
20260409,/collections/bestsellers,812,347,0.5732,25,1699.78
20260409,/,615,203,0.6701,10,657.36
20260410,/lp/free-serum-sample,3003,1361,0.5467,128,8696.66
20260410,/lp/spf-bundle-20-off,2459,1310,0.4674,162,11053.39
20260410,/lp/skincare-routine-quiz,1748,867,0.5041,66,4623.08
20260410,/products/vitamin-c-serum,1188,610,0.4863,52,3849.15
20260410,/collections/bestsellers,846,367,0.5660,26,1939.36
20260410,/,613,217,0.6467,10,673.24
20260411,/lp/free-serum-sample,3606,1566,0.5656,156,11464.53
20260411,/lp/spf-bundle-20-off,3109,1687,0.4573,212,16244.55
20260411,/lp/skincare-routine-quiz,2075,1052,0.4929,83,5766.03
20260411,/products/vitamin-c-serum,1431,711,0.5032,60,4194.80
20260411,/collections/bestsellers,857,380,0.5567,26,1777.58
20260411,/,672,218,0.6753,11,755.07
20260412,/lp/free-serum-sample,3360,1471,0.5623,147,10075.80
20260412,/lp/spf-bundle-20-off,2727,1520,0.4426,187,13641.01
20260412,/lp/skincare-routine-quiz,2007,970,0.5167,80,5430.02
20260412,/products/vitamin-c-serum,1290,637,0.5059,59,4062.39
20260412,/collections/bestsellers,863,354,0.5898,25,1798.29
20260412,/,640,207,0.6766,11,785.85
20260413,/lp/free-serum-sample,3304,1512,0.5425,138,10458.54
20260413,/lp/spf-bundle-20-off,2604,1422,0.4540,179,13301.93
20260413,/lp/skincare-routine-quiz,1874,946,0.4950,77,5424.26
20260413,/products/vitamin-c-serum,1286,632,0.5085,60,4240.95
20260413,/collections/bestsellers,787,333,0.5769,24,1808.69
20260413,/,644,209,0.6750,11,822.42
20260414,/lp/free-serum-sample,2954,1283,0.5658,132,9435.06
20260414,/lp/spf-bundle-20-off,2644,1471,0.4436,164,10912.50
20260414,/lp/skincare-routine-quiz,1745,871,0.5011,69,4861.66
20260414,/products/vitamin-c-serum,1363,671,0.5075,59,4254.78
20260414,/collections/bestsellers,884,376,0.5750,28,2029.84
20260414,/,609,216,0.6446,10,687.53
20260415,/lp/free-serum-sample,3125,1372,0.5611,135,9724.77
20260415,/lp/spf-bundle-20-off,2803,1501,0.4644,181,12607.04
20260415,/lp/skincare-routine-quiz,2007,1011,0.4965,78,5582.67
20260415,/products/vitamin-c-serum,1224,621,0.4925,55,3596.28
20260415,/collections/bestsellers,890,386,0.5663,27,1808.36
20260415,/,610,218,0.6426,10,693.58
20260416,/lp/free-serum-sample,3001,1346,0.5514,126,9152.80
20260416,/lp/spf-bundle-20-off,2268,1212,0.4656,140,10081.50
20260416,/lp/skincare-routine-quiz,1786,865,0.5159,67,4660.51
20260416,/products/vitamin-c-serum,1215,622,0.4881,54,3612.14
20260416,/collections/bestsellers,723,308,0.5739,22,1515.62
20260416,/,539,186,0.6541,9,617.70
20260417,/lp/free-serum-sample,3649,1635,0.5518,152,10393.51
20260417,/lp/spf-bundle-20-off,2789,1510,0.4586,193,13421.47
20260417,/lp/skincare-routine-quiz,2034,1018,0.4997,76,5174.07
20260417,/products/vitamin-c-serum,1319,670,0.4920,56,3930.90
20260417,/collections/bestsellers,932,393,0.5782,29,2012.96
20260417,/,723,256,0.6466,13,932.90
20260418,/lp/free-serum-sample,3821,1690,0.5578,155,10639.01
20260418,/lp/spf-bundle-20-off,3247,1748,0.4618,203,13929.33
20260418,/lp/skincare-routine-quiz,2236,1088,0.5132,89,6581.08
20260418,/products/vitamin-c-serum,1336,687,0.4861,63,4348.03
20260418,/collections/bestsellers,950,403,0.5757,29,2039.10
20260418,/,752,255,0.6604,13,906.03
20260419,/lp/free-serum-sample,3254,1412,0.5661,140,9931.00
20260419,/lp/spf-bundle-20-off,2797,1505,0.4620,177,12736.46
20260419,/lp/skincare-routine-quiz,1825,914,0.4991,75,5419.54
20260419,/products/vitamin-c-serum,1263,658,0.4793,56,3954.84
20260419,/collections/bestsellers,797,353,0.5576,23,1703.42
20260419,/,606,206,0.6605,10,696.42
20260420,/lp/free-serum-sample,3196,1425,0.5540,142,10044.98
20260420,/lp/spf-bundle-20-off,2877,1584,0.4495,184,12430.68
20260420,/lp/skincare-routine-quiz,1813,876,0.5169,71,5097.73
20260420,/products/vitamin-c-serum,1166,599,0.4866,54,3705.17
20260420,/collections/bestsellers,895,369,0.5881,26,1923.48
20260420,/,630,223,0.6461,10,705.33
20260421,/lp/free-serum-sample,2672,1214,0.5457,117,8687.97
20260421,/lp/spf-bundle-20-off,2640,1474,0.4416,172,12417.80
20260421,/lp/skincare-routine-quiz,1705,853,0.4998,66,5006.60
20260421,/products/vitamin-c-serum,1188,616,0.4811,50,3439.78
20260421,/collections/bestsellers,800,350,0.5627,23,1654.09
20260421,/,582,203,0.6508,10,707.84
20260422,/lp/free-serum-sample,3325,1477,0.5559,146,9692.66
20260422,/lp/spf-bundle-20-off,2736,1536,0.4386,186,12489.80
20260422,/lp/skincare-routine-quiz,2163,1049,0.5148,90,6180.79
20260422,/products/vitamin-c-serum,1325,691,0.4783,59,3916.54
20260422,/collections/bestsellers,846,372,0.5598,25,1780.26
20260422,/,696,223,0.6790,11,762.26
20260423,/lp/free-serum-sample,3320,1489,0.5515,143,10484.59
20260423,/lp/spf-bundle-20-off,2794,1496,0.4647,176,11932.60
20260423,/lp/skincare-routine-quiz,1958,971,0.5039,74,5279.00
20260423,/products/vitamin-c-serum,1332,676,0.4928,58,4084.31
20260423,/collections/bestsellers,841,362,0.5701,24,1729.08
20260423,/,607,215,0.6452,10,717.73
20260424,/lp/free-serum-sample,3416,1486,0.5650,152,10818.30
20260424,/lp/spf-bundle-20-off,2901,1553,0.4647,183,13412.31
20260424,/lp/skincare-routine-quiz,1861,932,0.4994,78,5540.34
20260424,/products/vitamin-c-serum,1229,615,0.4995,58,4353.43
20260424,/collections/bestsellers,889,369,0.5850,25,1888.01
20260424,/,665,238,0.6428,12,829.16
20260425,/lp/free-serum-sample,3584,1622,0.5473,154,10360.43
20260425,/lp/spf-bundle-20-off,3045,1706,0.4398,199,13576.85
20260425,/lp/skincare-routine-quiz,2137,1091,0.4894,86,6347.54
20260425,/products/vitamin-c-serum,1505,768,0.4895,65,4382.96
20260425,/collections/bestsellers,865,380,0.5610,26,1744.97
20260425,/,703,229,0.6745,12,831.48
20260426,/lp/free-serum-sample,3766,1684,0.5528,153,11168.48
20260426,/lp/spf-bundle-20-off,3244,1746,0.4618,215,14556.13
20260426,/lp/skincare-routine-quiz,2069,1014,0.5100,83,6127.34
20260426,/products/vitamin-c-serum,1388,697,0.4979,60,3995.10
20260426,/collections/bestsellers,872,387,0.5560,28,2012.68
20260426,/,690,236,0.6574,12,823.09
20260427,/lp/free-serum-sample,3191,1393,0.5635,137,9903.80
20260427,/lp/spf-bundle-20-off,2585,1453,0.4379,170,12104.73
20260427,/lp/skincare-routine-quiz,1975,1003,0.4922,79,5870.93
20260427,/products/vitamin-c-serum,1277,657,0.4858,60,4112.06
20260427,/collections/bestsellers,780,337,0.5677,24,1702.81
20260427,/,624,217,0.6520,11,762.51
20260428,/lp/free-serum-sample,3317,1442,0.5654,136,9609.83
20260428,/lp/spf-bundle-20-off,2853,1551,0.4563,183,12221.09
20260428,/lp/skincare-routine-quiz,2145,1049,0.5108,87,5970.24
20260428,/products/vitamin-c-serum,1253,639,0.4899,57,4186.44
20260428,/collections/bestsellers,851,374,0.5600,24,1764.83
20260428,/,629,221,0.6494,11,751.57
20260429,/lp/free-serum-sample,3210,1451,0.5481,130,9214.02
20260429,/lp/spf-bundle-20-off,2575,1387,0.4613,170,12650.03
20260429,/lp/skincare-routine-quiz,1902,928,0.5122,78,5544.13
20260429,/products/vitamin-c-serum,1278,655,0.4875,57,3944.70
20260429,/collections/bestsellers,875,377,0.5697,27,2039.09
20260429,/,628,223,0.6453,11,813.65
20260430,/lp/free-serum-sample,2939,1316,0.5521,125,8660.64
20260430,/lp/spf-bundle-20-off,2694,1476,0.4520,168,11652.27
20260430,/lp/skincare-routine-quiz,1726,852,0.5066,69,4675.05
20260430,/products/vitamin-c-serum,1209,634,0.4760,53,3813.50
20260430,/collections/bestsellers,763,328,0.5706,23,1683.88
20260430,/,585,201,0.6563,10,673.14
